Batch plan id,Batch plan/Process(Parent Job),Sequence,Enabled?,Job group(Sub-job),Date & Start Time,Schedule,Status (Automated/Manual),Active vs Non Active,BP sequence,BP name,BP description,Group dependency,Dependency behavior,Command Name,Selection.description,Selection.ID
500017,Document Generation - Tax Invoice,5,1,Generate Tax Invoice Report - Monthly,18/12/2021 15:19,Monthly 21st,Automated,Active,9,Generate and Send Tax Invoice - Charge back relief,,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Charge back relief,501116
500017,Document Generation - Tax Invoice,5,1,Generate Tax Invoice Report - Monthly,18/12/2021 15:19,Monthly 21st,Automated,Active,10,Generate and Send Tax Invoice - Charge back damage,,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Charge back damage,501117
500017,Document Generation - Tax Invoice,5,1,Generate Tax Invoice Report - Monthly,25/11/2021 21:41,Monthly 21st,Automated,Active,11,Generate and Send Tax Invoice - Charge back other,,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Charge back other,501118
500017,Document Generation - Tax Invoice,5,1,Generate Tax Invoice Report - Monthly,18/12/2021 15:20,Monthly 21st,Automated,Active,12,Generate and Send Tax Invoice - Cancellation - Non-PO,,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Cancellation - Non-PO,501121
500017,Document Generation - Tax Invoice,5,1,Generate Tax Invoice Report - Monthly,18/12/2021 15:20,Monthly 21st,Automated,Active,13,Generate and Send Tax Invoice - Arrears penalty - Non-PO,,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Arrears penalty - Non-PO,501123
500017,Document Generation - Tax Invoice,5,1,Generate Tax Invoice Report - Monthly,25/11/2021 21:45,Monthly 21st,Automated,Active,14,Generate and Send Tax Invoice - Charge back MM Monthly,,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Charge back MM Monthly,501480
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,17/11/2021 18:00,Evening,Automated,Active,1,Generate and Send Tax Invoice - Vehicle Procurement - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Vehicle Procurement - PO,501085
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,17/11/2021 18:00,Evening,Automated,Active,2,Generate and Send Tax Invoice - GBB - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - GBB - PO,501087
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,17/11/2021 18:00,Evening,Automated,Active,3,Generate and Send Tax Invoice - Upfront (customer - driver) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Upfront (customer - driver) - PO,501090
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,17/11/2021 18:00,Evening,Automated,Active,4,Generate and Send Tax Invoice - Upfront (plan fee OEM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Upfront (plan fee OEM) - PO,501092
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,17/11/2021 18:00,Evening,Automated,Active,5,Generate and Send Tax Invoice - Upfront (subvention) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Upfront (subvention) - PO,501094
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,17/11/2021 18:00,Evening,Automated,Active,6,Generate and Send Tax Invoice - Settlement invoice - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Charge back fine - PO,501097
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,17/11/2021 18:00,Evening,Automated,Active,7,Generate and Send Tax Invoice - Weekly Rental (OL) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Weekly Rental (OL) - PO,501099
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,17/11/2021 18:00,Evening,Automated,Active,8,Generate and Send Tax Invoice - Weekly Rental (FM)- PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Weekly Rental (FM) - PO,501101
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,17/11/2021 18:00,Evening,Automated,Active,9,Generate and Send Tax Invoice - Monthly Rental (OL) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly Rental (OL) - PO,501105
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,17/11/2021 18:00,Evening,Automated,Active,10,Generate and Send Tax Invoice - Monthly rental (FM) - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Monthly rental (FM) - PO,501107
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,17/11/2021 18:00,Evening,Automated,Active,11,Generate and Send Tax Invoice - Plan fee OEM- PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Plan fee OEM - PO,501109
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,17/11/2021 18:00,Evening,Automated,Active,12,Generate and Send Tax Invoice - Charge back fine - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Charge back fine - PO,501097
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,17/11/2021 18:00,Evening,Automated,Active,13,Generate and Send Tax Invoice - Cancellation - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Cancellation - PO,501120
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,17/11/2021 18:00,Evening,Automated,Active,14,Generate and Send Tax Invoice - Arrears penalty - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Arrears penalty - PO,501122
500017,Document Generation - Tax Invoice,6,1,Generate Tax Invoice Report - (Customer PO Invoicing = TRUE) - Daily,17/11/2021 18:00,Evening,Automated,Active,15,Generate and Send Tax Invoice - Vehicle sale - PO,Generate and send tax Invoice Report where PO Number is filled-in,,3058,GenerateAndSendDocument,Generate and Send Tax Invoice - Vehicle sale- PO,501127
500018,DM Contract Biling (do not run),1,1,Contarct Billing - Precomputed,13/11/2021 03:29,DM All Groups,Manual,Non Active,1,DM PS Billing Customer Range - PostLive,,,3059,BillContractCommand,Find contracts no PS Billing Items,501697
500018,DM Contract Biling (do not run),1,1,Contarct Billing - Precomputed,13/11/2021 03:29,DM All Groups,Manual,Non Active,2,DM PS Billing Customer Range 2,,,3059,BillContractCommand,DM Billing Cutomer Range 2,501463
500018,DM Contract Biling (do not run),1,1,Contarct Billing - Precomputed,13/11/2021 03:29,DM All Groups,Manual,Non Active,3,DM PS Billing Customer Range 3,,,3059,BillContractCommand,DM Billing Cutomer Range 3,501464
500018,DM Contract Biling (do not run),1,1,Contarct Billing - Precomputed,13/11/2021 03:29,DM All Groups,Manual,Non Active,4,DM PS Billing Customer Range 4,,,3059,BillContractCommand,DM Billing Cutomer Range 4,501465
500018,DM Contract Biling (do not run),2,1,NPS Revision Formulas - (using Migrated Partial Terms),,DM Group 1,Manual,Non Active,1,DM Contract revision calculation before billing GRP 1,Revision formulas for migrated contracts which have period duration in both month and weekly,,3059,CalculateRevisionFormulas,DM Find NPS contracts for Revision Formula calculation GRP 1,501534
500018,DM Contract Biling (do not run),2,1,NPS Revision Formulas - (using Migrated Partial Terms),,DM Group 1,Manual,Non Active,2,DM Contract revision calculation before billing GRP 2,Revision formulas for migrated contracts which have period duration in both month and weekly,,3059,CalculateRevisionFormulas,DM Find NPS contracts for Revision Formula calculation GRP 2,501547
500018,DM Contract Biling (do not run),2,1,NPS Revision Formulas - (using Migrated Partial Terms),,DM Group 1,Manual,Non Active,3,DM Contract revision calculation before billing GRP 3,Revision formulas for migrated contracts which have period duration in both month and weekly,,3059,CalculateRevisionFormulas,DM Find NPS contracts for Revision Formula calculation GRP 3,501548
500018,DM Contract Biling (do not run),2,1,NPS Revision Formulas - (using Migrated Partial Terms),,DM Group 1,Manual,Non Active,4,DM Contract revision calculation before billing  GRP 4,Revision formulas for migrated contracts which have period duration in both month and weekly,,3059,CalculateRevisionFormulas,DM Find NPS contracts for Revision Formula calculation GRP 4,501549
500018,DM Contract Biling (do not run),3,1,NPS Bill Contracts - (using Migrated Partial Terms),13/11/2021 03:00,DM Group 2,Manual,Non Active,1,DM Bill NPS Contracts,Creates billing items for migrated contracts which have period duration in both month and weekly,,3059,NPSBillingItemCreation,DM Find NPS contracts for billing item creation - forInvoiceDate,501501
500018,DM Contract Biling (do not run),3,1,NPS Bill Contracts - (using Migrated Partial Terms),13/11/2021 03:00,DM Group 2,Manual,Non Active,4,DM Bill NPS Contracts GRP 2,Creates billing items for migrated contracts which have period duration in both month and weekly,,3059,NPSBillingItemCreation,DM Find NPS contracts for billing item creation - forInvoiceDate GRP 2,501509
500018,DM Contract Biling (do not run),3,1,NPS Bill Contracts - (using Migrated Partial Terms),13/11/2021 03:00,DM Group 2,Manual,Non Active,5,DM Bill NPS Contracts  GRP 3,Creates billing items for migrated contracts which have period duration in both month and weekly,,3059,NPSBillingItemCreation,DM Find NPS contracts for billing item creation - forInvoiceDate GRP 3,501510
500018,DM Contract Biling (do not run),3,1,NPS Bill Contracts - (using Migrated Partial Terms),13/11/2021 03:00,DM Group 2,Manual,Non Active,6,DM Bill NPS Contracts  GRP 4,Creates billing items for migrated contracts which have period duration in both month and weekly,,3059,NPSBillingItemCreation,DM Find NPS contracts for billing item creation - forInvoiceDate GRP 4,501511
500018,DM Contract Biling (do not run),4,1,NPS update outstanding balance on Contract,13/11/2021 02:46,Disabled,Manual,Non Active,1,DM Update Outstanding Capital on Contract GRP 1,,,3059,ExecuteFormula,DM Find NPS contracts for billing item creation - forInvoiceDate,501501
